REGION	MARKER	ANNO1	ANNO2
Region_4	SNP_372	0	0.280494738603011
Region_4	SNP_373	1	0.0511582512408495
Region_4	SNP_374	0	0.874208325054497
Region_4	SNP_375	0	0.58089641481638
Region_4	SNP_376	1	0.566631172783673
Region_4	SNP_377	0	0.392359324498102
Region_4	SNP_378	0	0.637343484908342
Region_4	SNP_379	0	0.468461374286562
Region_4	SNP_380	1	0.53442518087104
Region_4	SNP_381	0	0.613413701765239
Region_4	SNP_382	1	0.835563917411491
Region_4	SNP_383	0	0.684921165462583
Region_4	SNP_384	1	0.892932367511094
Region_4	SNP_385	1	0.953359778737649
Region_4	SNP_386	0	0.00615055439993739
Region_4	SNP_387	0	0.897663825424388
Region_4	SNP_388	1	0.868716132361442
Region_4	SNP_389	1	0.40842036367394
Region_4	SNP_390	0	0.12457266356796
Region_4	SNP_391	0	0.74118407513015
Region_4	SNP_392	0	0.937576855299994
Region_4	SNP_393	1	0.201219462789595
Region_4	SNP_394	1	0.362316134152934
Region_4	SNP_395	1	0.139305685879663
Region_4	SNP_396	0	0.358647149521858
Region_4	SNP_397	0	0.630682443035766
Region_4	SNP_398	0	0.458327661501244
Region_4	SNP_399	0	0.326350161107257
Region_4	SNP_400	1	0.0726097400765866
Region_5	SNP_401	1	0.739785894751549
Region_5	SNP_402	1	0.922680761199445
Region_5	SNP_403	1	0.57316871592775
Region_5	SNP_404	1	0.62746996153146
Region_5	SNP_405	0	0.640409104293212
Region_5	SNP_406	0	0.450754281599075
Region_5	SNP_407	1	0.388019173406065
Region_5	SNP_408	1	0.397242378909141
Region_5	SNP_409	0	0.0786175192333758
Region_5	SNP_410	1	0.299044713610783
Region_5	SNP_411	1	0.443792786682025
Region_5	SNP_412	1	0.0184652304742485
Region_5	SNP_413	1	0.34495522803627
Region_5	SNP_414	0	0.0840875110588968
Region_5	SNP_415	1	0.582587693119422
Region_5	SNP_416	1	0.416682140901685
Region_5	SNP_417	1	0.398399108555168
Region_5	SNP_418	0	0.495726018911228
Region_5	SNP_419	1	0.224556654691696
Region_5	SNP_420	1	0.688845952507108
Region_5	SNP_421	0	0.546954974299297
Region_5	SNP_422	0	0.530625395011157
Region_5	SNP_423	0	0.479814745252952
Region_5	SNP_424	1	0.551324313040823
Region_5	SNP_425	1	0.837541395099834
Region_5	SNP_426	0	0.314978018170223
Region_5	SNP_427	0	0.576777496375144
Region_5	SNP_428	1	0.345731840701774
Region_5	SNP_429	1	0.630847418913618
Region_5	SNP_430	1	0.948117826599628
Region_5	SNP_431	1	0.43707886734046
Region_5	SNP_432	0	0.366493894951418
Region_5	SNP_433	1	0.34194306191057
Region_5	SNP_434	0	0.523898202460259
Region_5	SNP_435	1	0.256353893782943
Region_5	SNP_436	0	0.643461983883753
Region_5	SNP_437	0	0.614335683407262
Region_5	SNP_438	0	0.368289902806282
Region_5	SNP_439	1	0.252305247820914
Region_5	SNP_440	0	0.630071749445051
Region_5	SNP_441	0	0.530224960995838
Region_5	SNP_442	0	0.862181565957144
Region_5	SNP_443	1	0.373634047806263
Region_5	SNP_444	1	0.0897977752611041
Region_5	SNP_445	1	0.339431034168229
Region_5	SNP_446	1	0.433210886083543
Region_5	SNP_447	0	0.0169095117598772
Region_5	SNP_448	0	0.393637885339558
Region_5	SNP_449	1	0.0785977537743747
Region_5	SNP_450	1	0.767410975880921
Region_5	SNP_451	0	0.9056072444655
Region_5	SNP_452	0	0.756992248119786
Region_5	SNP_453	1	0.220532179111615
Region_5	SNP_454	1	0.829801449552178
Region_5	SNP_455	1	0.567546198610216
Region_5	SNP_456	0	0.871627261629328
Region_5	SNP_457	1	0.0216951393522322
Region_5	SNP_458	0	0.655776697210968
Region_5	SNP_459	1	0.112046417780221
Region_5	SNP_460	0	0.873593046562746
Region_5	SNP_461	1	0.982650342164561
Region_5	SNP_462	0	0.890481106704101
Region_5	SNP_463	0	0.974316837731749
Region_5	SNP_464	1	0.856816205661744
Region_5	SNP_465	0	0.0374864405021071
Region_5	SNP_466	1	0.301354238996282
Region_5	SNP_467	1	0.902351921889931
Region_5	SNP_468	0	0.987186205806211
Region_5	SNP_469	0	0.80052369995974
Region_5	SNP_470	1	0.819911117432639
Region_5	SNP_471	1	0.115203676046804
Region_5	SNP_472	0	0.561523661250249
Region_5	SNP_473	1	0.73461866681464
Region_5	SNP_474	1	0.8667496079579
Region_5	SNP_475	1	0.437145965173841
Region_5	SNP_476	0	0.149893650319427
Region_5	SNP_477	0	0.750762291019782
Region_5	SNP_478	1	0.224576202454045
Region_5	SNP_479	1	0.0959526598453522
Region_5	SNP_480	0	0.502142606768757
Region_5	SNP_481	1	0.232153461081907
Region_5	SNP_482	0	0.0197964711114764
Region_5	SNP_483	1	0.482384094968438
Region_5	SNP_484	1	0.247663364280015
Region_5	SNP_485	1	0.461689403047785
Region_5	SNP_486	1	0.135511178290471
Region_5	SNP_487	0	0.457772839581594
Region_5	SNP_488	0	0.499833229463547
Region_5	SNP_489	1	0.52253530989401
Region_5	SNP_490	1	0.371004539076239
Region_5	SNP_491	0	0.307785442098975
Region_5	SNP_492	0	0.425277518108487
Region_5	SNP_493	0	0.781632620841265
Region_5	SNP_494	1	0.667850811267272
Region_5	SNP_495	0	0.511474122293293
Region_5	SNP_496	0	0.567127397283912
Region_5	SNP_497	1	0.686313246143982
Region_5	SNP_498	0	0.28399851731956
Region_5	SNP_499	1	0.125306254951283
Region_5	SNP_500	1	0.948856767965481
Region_6	SNP_501	0	0.0134086648467928
Region_6	SNP_502	0	0.909348776098341
Region_6	SNP_503	1	0.612154885428026
Region_6	SNP_504	1	0.403096976457164
Region_6	SNP_505	1	0.0524185632821172
Region_6	SNP_506	0	0.30047639971599
Region_6	SNP_507	1	0.174422569340095
Region_6	SNP_508	1	0.408261789241806
Region_6	SNP_509	1	0.572065443499014
Region_6	SNP_510	1	0.0453006571624428
Region_6	SNP_511	0	0.0507492697797716
Region_6	SNP_512	1	0.00385151826776564
Region_6	SNP_513	1	0.442960468120873
Region_6	SNP_514	1	0.322166154626757
Region_6	SNP_515	1	0.605728711001575
Region_6	SNP_516	0	0.912708753254265
Region_6	SNP_517	1	0.193761787144467
Region_6	SNP_518	1	0.820768410107121
Region_6	SNP_519	1	0.356391813140363
Region_6	SNP_520	1	0.398370509268716
Region_6	SNP_521	0	0.749175268458202
Region_6	SNP_522	0	0.69623571773991
Region_6	SNP_523	1	0.154943415429443
Region_6	SNP_524	1	0.86060919589363
Region_6	SNP_525	0	0.568841491825879
Region_6	SNP_526	0	0.0322443409822881
Region_6	SNP_527	1	0.846494433004409
Region_6	SNP_528	1	0.0691039687953889
Region_6	SNP_529	0	0.079562415368855
Region_6	SNP_530	0	0.228849024279043
Region_6	SNP_531	0	0.669485111488029
Region_6	SNP_532	0	0.64688896946609
Region_6	SNP_533	0	0.4638415586669
Region_6	SNP_534	0	0.686008982593194
Region_6	SNP_535	1	0.423039378831163
Region_6	SNP_536	0	0.0674505308270454
Region_6	SNP_537	1	0.102872087620199
Region_6	SNP_538	0	0.270573590649292
Region_6	SNP_539	1	0.627252425067127
Region_6	SNP_540	0	0.370349577395245
Region_6	SNP_541	1	0.964065314969048
Region_6	SNP_542	0	0.507330279331654
Region_6	SNP_543	1	0.893690609140322
Region_6	SNP_544	0	0.168818292673677
Region_6	SNP_545	1	0.854549132054672
Region_6	SNP_546	1	0.0183664774522185
Region_6	SNP_547	1	0.148580940905958
Region_6	SNP_548	1	0.0352537117432803
Region_6	SNP_549	1	0.682786995079368
Region_6	SNP_550	0	0.956373644992709
Region_6	SNP_551	1	0.804828860564157
Region_6	SNP_552	1	0.699814337538555
Region_6	SNP_553	1	0.458500897046179
Region_6	SNP_554	1	0.00219012657180429
Region_6	SNP_555	0	0.0554352707695216
Region_6	SNP_556	1	0.375359010649845
Region_6	SNP_557	0	0.800560803851113
Region_6	SNP_558	1	0.80615803739056
Region_6	SNP_559	0	0.800558677874506
Region_6	SNP_560	0	0.763948890613392
Region_6	SNP_561	1	0.637214534915984
Region_6	SNP_562	1	0.859947605524212
Region_6	SNP_563	1	0.299727183533832
Region_6	SNP_564	1	0.908757245866582
Region_6	SNP_565	1	0.599894467042759
Region_6	SNP_566	1	0.0540809610392898
Region_6	SNP_567	0	0.930520887253806
Region_6	SNP_568	1	0.145274146925658
Region_6	SNP_569	1	0.41906249593012
Region_6	SNP_570	0	0.819481223123148
Region_6	SNP_571	1	0.841106753563508
Region_6	SNP_572	1	0.833733697421849
Region_6	SNP_573	0	0.123901375336573
Region_6	SNP_574	1	0.680953140370548
Region_6	SNP_575	1	0.92488296632655
Region_6	SNP_576	0	0.693547844653949
Region_6	SNP_577	0	0.329693723702803
Region_6	SNP_578	1	0.783484296407551
Region_6	SNP_579	0	0.455178428674117
Region_6	SNP_580	0	0.749107300536707
Region_6	SNP_581	1	0.508939855964854
Region_6	SNP_582	1	0.908909239573404
Region_6	SNP_583	1	0.612643072381616
Region_6	SNP_584	1	0.0518998231273144
Region_6	SNP_585	0	0.106415467336774
Region_6	SNP_586	1	0.172822846332565
Region_6	SNP_587	1	0.330621756147593
Region_6	SNP_588	1	0.813777789473534
Region_6	SNP_589	0	0.0727763315662742
Region_6	SNP_590	1	0.460950244916603
Region_6	SNP_591	0	0.950709301047027
Region_6	SNP_592	1	0.106888581765816
Region_6	SNP_593	0	0.0927411089651287
Region_6	SNP_594	0	0.214657474542037
Region_6	SNP_595	1	0.523959646234289
Region_6	SNP_596	0	0.0446747636888176
Region_6	SNP_597	0	0.966329725924879
Region_6	SNP_598	1	0.591145805781707
Region_6	SNP_599	0	0.176263068104163
Region_6	SNP_600	0	0.10274544544518
Region_7	SNP_601	0	0.700579753844067
Region_7	SNP_602	1	0.295204503461719
Region_7	SNP_603	0	0.084104279987514
Region_7	SNP_604	0	0.973197255516425
Region_7	SNP_605	0	0.160373216262087
Region_7	SNP_606	1	0.91265347530134
Region_7	SNP_607	1	0.822002699133009
Region_7	SNP_608	0	0.101093122502789
Region_7	SNP_609	1	0.672697079600766
Region_7	SNP_610	0	0.212952752364799
Region_7	SNP_611	0	0.249991516582668
Region_7	SNP_612	0	0.977316384669393
Region_7	SNP_613	0	0.109107846394181
Region_7	SNP_614	0	0.331149361329153
Region_7	SNP_615	1	0.538401559926569
Region_7	SNP_616	1	0.32433963380754
Region_7	SNP_617	0	0.129689426161349
Region_7	SNP_618	0	0.549068218329921
Region_7	SNP_619	1	0.963948251446709
Region_7	SNP_620	1	0.663517279084772
Region_7	SNP_621	0	0.579984546639025
Region_7	SNP_622	1	0.404031617101282
Region_7	SNP_623	0	0.836123073939234
Region_7	SNP_624	1	0.495262870797887
Region_7	SNP_625	1	0.31811207649298
Region_7	SNP_626	0	0.775495937559754
Region_7	SNP_627	1	0.882012448273599
Region_7	SNP_628	1	0.195602694991976
Region_7	SNP_629	0	0.703189396765083
Region_7	SNP_630	0	0.834380012005568
Region_7	SNP_631	0	0.152889104560018
Region_7	SNP_632	1	0.853674551704898
Region_7	SNP_633	1	0.463840807555243
Region_7	SNP_634	0	0.770955043612048
Region_7	SNP_635	0	0.794048448558897
Region_7	SNP_636	1	0.938713313313201
Region_7	SNP_637	0	0.879757674178109
Region_7	SNP_638	1	0.319449378410354
Region_7	SNP_639	0	0.657464194111526
Region_7	SNP_640	0	0.703039706451818
Region_7	SNP_641	0	0.881804984994233
Region_7	SNP_642	0	0.382041721139103
Region_7	SNP_643	0	0.879403269849718
Region_7	SNP_644	1	0.0177698484621942
Region_7	SNP_645	1	0.627682345919311
Region_7	SNP_646	0	0.244571647373959
Region_7	SNP_647	1	0.538459103321657
Region_7	SNP_648	1	0.414830560795963
Region_7	SNP_649	0	0.855144495377317
Region_7	SNP_650	0	0.955456103896722
Region_7	SNP_651	1	0.73863630136475
Region_7	SNP_652	1	0.60493692336604
Region_7	SNP_653	1	0.729311910457909
Region_7	SNP_654	1	0.24849406327121
Region_7	SNP_655	1	0.638840843457729
Region_7	SNP_656	0	0.99876907421276
Region_7	SNP_657	0	0.256002759328112
Region_7	SNP_658	0	0.307163862278685
Region_7	SNP_659	1	0.341749782208353
Region_7	SNP_660	1	0.838345357682556
Region_7	SNP_661	1	0.663881911197677
